game_date,home_team,away_team,predicted_winner,actual_winner,home_win_prob,away_win_prob,confidence,edge,correct,home_pts,away_pts
2025-11-09,MEM,OKC,OKC,OKC,43.2,56.8,56.8,13.6,True,100,114
2025-11-10,DET,WAS,DET,DET,98.0,2.0,98.0,96.0,True,137,135
2025-11-10,MIA,CLE,MIA,MIA,62.3,37.7,62.3,24.6,True,140,138
2025-11-10,DAL,MIL,MIL,MIL,43.2,56.8,56.8,13.6,True,114,116
2025-11-11,BKN,TOR,TOR,TOR,23.1,76.9,76.9,53.8,True,109,119
2025-11-11,PHI,BOS,BOS,PHI,17.7,82.3,82.3,64.5,False,102,100
2025-11-11,OKC,GSW,OKC,OKC,78.4,21.6,78.4,56.9,True,126,102
2025-11-11,UTA,IND,IND,UTA,17.7,82.3,82.3,64.5,False,152,128
2025-11-12,CHA,MIL,MIL,CHA,23.1,76.9,76.9,53.8,False,111,100
2025-11-12,DET,CHI,CHI,DET,43.2,56.8,56.8,13.6,False,124,113
2025-11-12,NYK,ORL,NYK,ORL,62.3,37.7,62.3,24.6,False,107,124
2025-11-12,BOS,MEM,BOS,BOS,70.0,30.0,70.0,40.0,True,131,95
2025-11-12,MIA,CLE,MIA,CLE,60.3,39.7,60.3,20.6,False,116,130
2025-11-12,NOP,POR,POR,POR,17.7,82.3,82.3,64.5,True,117,125
2025-11-12,SAS,GSW,SAS,GSW,62.3,37.7,62.3,24.6,False,120,125
2025-11-12,DAL,PHX,PHX,PHX,46.7,53.3,53.3,6.7,True,114,123
2025-11-12,OKC,LAL,OKC,OKC,89.0,11.0,89.0,78.0,True,121,92
2025-11-12,SAC,ATL,SAC,ATL,75.4,24.6,75.4,50.9,False,100,133
2025-11-12,LAC,DEN,DEN,DEN,37.5,62.5,62.5,25.0,True,116,130
2025-11-13,CLE,TOR,CLE,TOR,75.4,24.6,75.4,50.9,False,113,126
2025-11-13,PHX,IND,PHX,PHX,62.3,37.7,62.3,24.6,True,133,98
2025-11-13,UTA,ATL,ATL,ATL,17.7,82.3,82.3,64.5,True,122,132
2025-11-14,NYK,MIA,MIA,NYK,43.2,56.8,56.8,13.6,False,140,132
2025-11-14,ORL,BKN,ORL,ORL,98.0,2.0,98.0,96.0,True,105,98
2025-11-14,DET,PHI,DET,DET,69.3,30.7,69.3,38.6,True,114,105
2025-11-14,HOU,POR,HOU,HOU,75.4,24.6,75.4,50.9,True,140,116
2025-11-14,MIL,CHA,MIL,MIL,62.3,37.7,62.3,24.6,True,147,134
2025-11-14,MIN,SAC,MIN,MIN,89.0,11.0,89.0,78.0,True,124,110
2025-11-14,NOP,LAL,LAL,LAL,37.9,62.1,62.1,24.1,True,104,118
2025-11-14,DAL,LAC,LAC,LAC,23.1,76.9,76.9,53.8,True,127,133
2025-11-14,SAS,GSW,SAS,GSW,58.3,41.7,58.3,16.7,False,108,109
2025-11-15,CLE,MEM,CLE,CLE,89.0,11.0,89.0,78.0,True,108,100
2025-11-15,CHA,OKC,OKC,OKC,17.7,82.3,82.3,64.5,True,96,109
2025-11-15,IND,TOR,TOR,TOR,23.1,76.9,76.9,53.8,True,111,129
2025-11-15,MIL,LAL,LAL,LAL,48.4,51.6,51.6,3.2,True,95,119
2025-11-15,MIN,DEN,DEN,DEN,23.1,76.9,76.9,53.8,True,112,123
2025-11-16,BOS,LAC,BOS,BOS,79.5,20.5,79.5,59.0,True,121,118
2025-11-16,SAS,SAC,SAS,SAS,75.4,24.6,75.4,50.9,True,123,110
2025-11-16,WAS,BKN,WAS,BKN,89.0,11.0,89.0,78.0,False,106,129
2025-11-16,HOU,ORL,HOU,HOU,69.3,30.7,69.3,38.6,True,117,113
2025-11-16,NOP,GSW,GSW,GSW,23.1,76.9,76.9,53.8,True,106,124
2025-11-16,DAL,POR,POR,DAL,21.1,78.9,78.9,57.9,False,138,133
2025-11-16,PHX,ATL,ATL,ATL,23.1,76.9,76.9,53.8,True,122,124
2025-11-16,UTA,CHI,CHI,UTA,17.7,82.3,82.3,64.5,False,150,147
2025-11-17,CLE,MIL,CLE,CLE,79.5,20.5,79.5,59.0,True,118,106
2025-11-17,DET,IND,DET,DET,89.0,11.0,89.0,78.0,True,127,112
2025-11-17,PHI,LAC,LAC,PHI,23.1,76.9,76.9,53.8,False,110,108
2025-11-17,MIA,NYK,MIA,MIA,62.3,37.7,62.3,24.6,True,115,113
2025-11-17,TOR,CHA,TOR,TOR,79.5,20.5,79.5,59.0,True,110,108
2025-11-17,MIN,DAL,MIN,MIN,89.0,11.0,89.0,78.0,True,120,96
2025-11-17,NOP,OKC,OKC,OKC,15.9,84.1,84.1,68.2,True,109,126
2025-11-17,DEN,CHI,DEN,CHI,82.4,17.6,82.4,64.7,False,127,130
2025-11-18,ORL,GSW,ORL,ORL,65.7,34.3,65.7,31.4,True,121,113
2025-11-18,BKN,BOS,BOS,BOS,18.3,81.7,81.7,63.5,True,99,113
2025-11-18,ATL,DET,ATL,DET,57.7,42.3,57.7,15.5,False,112,120
2025-11-18,SAS,MEM,SAS,SAS,87.4,12.6,87.4,74.9,True,111,101
2025-11-18,LAL,UTA,LAL,LAL,87.4,12.6,87.4,74.9,True,140,126
2025-11-18,POR,PHX,POR,PHX,77.4,22.6,77.4,54.8,False,110,127
2025-11-19,CLE,HOU,CLE,HOU,53.1,46.9,53.1,6.2,False,104,114
2025-11-19,IND,CHA,IND,IND,57.7,42.3,57.7,15.5,True,127,118
2025-11-19,MIA,GSW,MIA,MIA,65.7,34.3,65.7,31.4,True,110,96
2025-11-19,PHI,TOR,TOR,TOR,18.3,81.7,81.7,63.5,True,112,121
2025-11-19,MIN,WAS,MIN,MIN,98.0,2.0,98.0,96.0,True,120,109
2025-11-19,NOP,DEN,DEN,DEN,15.9,84.1,84.1,68.2,True,118,125
2025-11-19,OKC,SAC,OKC,OKC,87.4,12.6,87.4,74.9,True,113,99
2025-11-19,DAL,NYK,NYK,NYK,15.9,84.1,84.1,68.2,True,111,113
2025-11-19,POR,CHI,POR,CHI,65.7,34.3,65.7,31.4,False,121,122
2025-11-20,ORL,LAC,ORL,ORL,77.4,22.6,77.4,54.8,True,129,101
2025-11-20,MEM,SAC,MEM,MEM,60.8,39.2,60.8,21.7,True,137,96
2025-11-20,MIL,PHI,MIL,PHI,53.5,46.5,53.5,6.9,False,114,123
2025-11-20,SAS,ATL,SAS,SAS,55.4,44.6,55.4,10.9,True,135,126
2025-11-21,CLE,IND,CLE,CLE,87.4,12.6,87.4,74.9,True,120,109
2025-11-21,BOS,BKN,BOS,BKN,87.4,12.6,87.4,74.9,False,105,113
2025-11-21,TOR,WAS,TOR,TOR,98.0,2.0,98.0,96.0,True,140,110
2025-11-21,CHI,MIA,CHI,MIA,65.7,34.3,65.7,31.4,False,107,143
2025-11-21,DAL,NOP,DAL,DAL,77.4,22.6,77.4,54.8,True,118,115
2025-11-21,PHX,MIN,MIN,PHX,27.6,72.4,72.4,44.9,False,114,113
2025-11-21,HOU,DEN,HOU,DEN,60.8,39.2,60.8,21.7,False,109,112
2025-11-21,UTA,OKC,OKC,OKC,15.9,84.1,84.1,68.2,True,112,144
2025-11-21,GSW,POR,GSW,POR,65.7,34.3,65.7,31.4,False,123,127
2025-11-22,CHA,LAC,LAC,LAC,27.6,72.4,72.4,44.9,True,116,131
2025-11-22,ORL,NYK,NYK,ORL,44.3,55.7,55.7,11.4,False,133,121
2025-11-22,NOP,ATL,ATL,ATL,27.6,72.4,72.4,44.9,True,98,115
2025-11-22,CHI,WAS,CHI,CHI,90.7,9.3,90.7,81.3,True,121,120
2025-11-22,MIL,DET,DET,DET,39.3,60.7,60.7,21.3,True,116,129
2025-11-22,DAL,MEM,MEM,MEM,44.3,55.7,55.7,11.4,True,96,102
2025-11-22,DEN,SAC,DEN,SAC,87.4,12.6,87.4,74.9,False,123,128
2025-11-23,PHI,MIA,MIA,MIA,15.9,84.1,84.1,68.2,True,117,127
2025-11-23,ATL,CHA,ATL,ATL,77.4,22.6,77.4,54.8,True,113,110
2025-11-23,BOS,ORL,ORL,BOS,18.3,81.7,81.7,63.5,False,138,129
2025-11-23,CLE,LAC,CLE,CLE,77.4,22.6,77.4,54.8,True,120,105
2025-11-23,TOR,BKN,TOR,TOR,82.4,17.6,82.4,64.7,True,119,109
2025-11-23,OKC,POR,OKC,OKC,87.4,12.6,87.4,74.9,True,122,95
2025-11-23,PHX,SAS,SAS,PHX,39.3,60.7,60.7,21.3,False,111,102
2025-11-23,UTA,LAL,LAL,LAL,44.3,55.7,55.7,11.4,True,106,108
2025-11-24,IND,DET,IND,DET,65.7,34.3,65.7,31.4,False,117,122
2025-11-24,TOR,CLE,CLE,TOR,15.9,84.1,84.1,68.2,False,110,99
2025-11-24,BKN,NYK,NYK,NYK,44.3,55.7,55.7,11.4,True,100,113
2025-11-24,MIA,DAL,MIA,MIA,87.4,12.6,87.4,74.9,True,106,102
2025-11-24,MEM,DEN,MEM,DEN,65.7,34.3,65.7,31.4,False,115,125
2025-11-24,MIL,POR,POR,POR,47.7,52.3,52.3,4.6,True,103,115
2025-11-24,NOP,CHI,CHI,NOP,49.3,50.7,50.7,1.4,False,143,130
2025-11-24,PHX,HOU,HOU,HOU,16.1,83.9,83.9,67.7,True,92,114
2025-11-24,GSW,UTA,GSW,GSW,86.3,13.7,86.3,72.6,True,134,117
2025-11-24,SAC,MIN,SAC,SAC,65.1,34.9,65.1,30.2,True,117,112
2025-11-25,WAS,ATL,ATL,WAS,39.7,60.3,60.3,20.6,False,132,113
2025-11-25,PHI,ORL,ORL,ORL,16.1,83.9,83.9,67.7,True,103,144
2025-11-25,LAL,LAC,LAL,LAL,56.9,43.1,56.9,13.7,True,135,118
2025-11-26,BOS,DET,BOS,BOS,56.9,43.1,56.9,13.7,True,117,114
2025-11-26,CHA,NYK,NYK,NYK,16.1,83.9,83.9,67.7,True,101,129
2025-11-26,MIA,MIL,MIA,MIA,81.2,18.8,81.2,62.3,True,106,103
2025-11-26,TOR,IND,IND,TOR,49.3,50.7,50.7,1.4,False,97,95
2025-11-26,OKC,MIN,OKC,OKC,71.2,28.8,71.2,42.4,True,113,105
2025-11-26,NOP,MEM,MEM,MEM,39.7,60.3,60.3,20.6,True,128,133
2025-11-26,GSW,HOU,HOU,HOU,27.6,72.4,72.4,44.8,True,100,104
2025-11-26,POR,SAS,POR,SAS,65.1,34.9,65.1,30.2,False,102,115
2025-11-26,SAC,PHX,SAC,PHX,81.2,18.8,81.2,62.3,False,100,112
2025-11-28,ATL,CLE,CLE,ATL,20.9,79.1,79.1,58.1,False,130,123
2025-11-28,BKN,PHI,BKN,PHI,72.9,27.1,72.9,45.9,False,103,115
2025-11-28,CHA,CHI,CHI,CHA,27.6,72.4,72.4,44.8,False,123,116
2025-11-28,DET,ORL,ORL,ORL,27.6,72.4,72.4,44.8,True,109,112
2025-11-28,IND,WAS,IND,IND,81.2,18.8,81.2,62.3,True,119,86
2025-11-28,NYK,MIL,NYK,NYK,65.1,34.9,65.1,30.2,True,118,109
2025-11-28,OKC,PHX,OKC,OKC,86.3,13.7,86.3,72.6,True,123,119
2025-11-28,DEN,SAS,DEN,SAS,65.1,34.9,65.1,30.2,False,136,139
2025-11-28,UTA,SAC,SAC,UTA,33.3,66.7,66.7,33.3,False,128,119
2025-11-28,LAL,DAL,LAL,LAL,81.2,18.8,81.2,62.3,True,129,119
2025-11-28,LAC,MEM,LAC,MEM,65.1,34.9,65.1,30.2,False,107,112
2025-11-29,MIN,BOS,BOS,MIN,47.7,52.3,52.3,4.6,False,119,115
2025-11-29,CHA,TOR,TOR,CHA,27.6,72.4,72.4,44.8,False,118,111
2025-11-29,IND,CHI,IND,IND,52.4,47.6,52.4,4.8,True,103,101
2025-11-29,MIA,DET,MIA,DET,65.1,34.9,65.1,30.2,False,135,138
2025-11-29,MIL,BKN,MIL,MIL,71.2,28.8,71.2,42.4,True,116,99
2025-11-29,GSW,NOP,GSW,GSW,81.2,18.8,81.2,62.3,True,104,96
2025-11-29,PHX,DEN,DEN,DEN,49.3,50.7,50.7,1.4,True,112,130
2025-11-29,LAC,DAL,LAC,DAL,72.9,27.1,72.9,45.9,False,110,114
2025-11-30,UTA,HOU,HOU,HOU,16.1,83.9,83.9,67.7,True,101,129
2025-11-30,CLE,BOS,CLE,BOS,65.1,34.9,65.1,30.2,False,115,117
2025-11-30,NYK,TOR,NYK,NYK,52.4,47.6,52.4,4.8,True,116,94
2025-11-30,PHI,ATL,ATL,ATL,27.6,72.4,72.4,44.8,True,134,142
2025-11-30,POR,OKC,OKC,OKC,39.7,60.3,60.3,20.6,True,115,123
2025-11-30,MIN,SAS,MIN,MIN,56.9,43.1,56.9,13.7,True,125,112
2025-11-30,SAC,MEM,SAC,MEM,81.2,18.8,81.2,62.3,False,107,115
2025-11-30,LAL,NOP,LAL,LAL,81.2,18.8,81.2,62.3,True,133,121
2025-12-01,DET,ATL,DET,DET,71.2,28.8,71.2,42.4,True,99,98
2025-12-01,IND,CLE,CLE,CLE,24.4,75.6,75.6,51.1,True,119,135
2025-12-01,WAS,MIL,MIL,WAS,47.7,52.3,52.3,4.6,False,129,126
2025-12-01,BKN,CHA,CHA,BKN,47.7,52.3,52.3,4.6,False,116,103
2025-12-01,MIA,LAC,MIA,MIA,65.1,34.9,65.1,30.2,True,140,123
2025-12-01,ORL,CHI,ORL,ORL,81.2,18.8,81.2,62.3,True,125,120
2025-12-01,DEN,DAL,DEN,DAL,84.6,15.4,84.6,69.2,False,121,131
2025-12-01,UTA,HOU,HOU,UTA,16.7,83.3,83.3,66.7,False,133,125
2025-12-01,LAL,PHX,LAL,PHX,58.7,41.3,58.7,17.3,False,108,125
2025-12-02,PHI,WAS,PHI,PHI,66.7,33.3,66.7,33.3,True,121,102
2025-12-02,TOR,POR,POR,TOR,34.5,65.5,65.5,31.0,False,121,118
2025-12-02,BOS,NYK,NYK,BOS,24.2,75.8,75.8,51.6,False,123,117
2025-12-02,NOP,MIN,MIN,MIN,21.1,78.9,78.9,57.9,True,142,149
2025-12-02,SAS,MEM,SAS,SAS,62.1,37.9,62.1,24.3,True,126,119
2025-12-02,GSW,OKC,OKC,OKC,24.2,75.8,75.8,51.6,True,112,124
2025-12-03,CLE,POR,CLE,POR,65.3,34.7,65.3,30.5,False,110,122
2025-12-03,IND,DEN,DEN,DEN,30.4,69.6,69.6,39.1,True,120,135
2025-12-03,ORL,SAS,ORL,SAS,71.4,28.6,71.4,42.9,False,112,114
2025-12-03,ATL,LAC,LAC,LAC,48.2,51.8,51.8,3.7,True,92,115
2025-12-03,NYK,CHA,NYK,NYK,70.6,29.4,70.6,41.2,True,119,104
2025-12-03,CHI,BKN,CHI,BKN,70.4,29.6,70.4,40.7,False,103,113
